"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FF","2019-09-25","97.4","-0.9855","5.6105","Jacob deGrom",542932,594798,"null","ball",,,,,12,"null","R","R","R","NYM","MIA","B","null","null",0,1,2019,"-0.3741","1.1588","0.3077","4.4246","null","null","null",1,6,"Top","null","null",,,467092,,"190926_005543","4.4108","-142.0129","-0.4493","-6.1251","29.8953","-16.1527","3.3131","1.5659","null","null","null","99.0730","2271","6.9330",566066,594798,467092,624413,605412,453943,642708,643446,607043,624424,"53.5669","null","null","null","null","null","null","null",46,"2","4-Seam Fastball",9,0,0,9,0,9,0,9,"Standard","Standard"
"FF","2019-09-25","96.6","-1.0571","5.6092","Jacob deGrom",542932,594798,"null","swinging_strike",,,,,3,"null","R","R","R","NYM","MIA","S","null","null",0,0,2019,"-0.4245","1.4182","0.5595","3.1041","null","null","null",1,6,"Top","null","null",,,467092,,"190926_005525","5.3593","-140.7348","-4.4995","-6.9223","30.1047","-12.0918","3.1600","1.5200","null","null","null","98.0400","2387","6.9070",566066,594798,467092,624413,605412,453943,642708,643446,607043,624424,"53.5928","null","null","null","null","null","null","null",46,"1","4-Seam Fastball",9,0,0,9,0,9,0,9,"Standard","Standard"
"CH","2019-09-25","90.5","-1.0110","5.6944","Jacob deGrom",434158,594798,"field_out","hit_into_play",,,,,11,"Curtis Granderson grounds out, second baseman Joe Panik to first baseman Pete Alonso.  ","R","L","R","NYM","MIA","X",4,"ground_ball",1,1,2019,"-1.2033","0.6163","-1.0116","2.6144","null","null","null",0,6,"Top","154.52","146.13",,,467092,,"190926_005452","2.6659","-131.9073","-3.1607","-14.9332","27.6971","-24.3286","3.1600","1.5200","26","73.8","-3.6","91.8590","1669","6.9880",566066,594798,467092,624413,605412,453943,642708,643446,607043,624424,"53.5120","0.100","0.076","0.00",1,0,0,2,45,"3","Changeup",9,0,0,9,0,9,0,9,"Infield shift","Standard"
"CH","2019-09-25","91.4","-0.8977","5.5993","Jacob deGrom",434158,594798,"null","ball",,,,,9,"null","R","L","R","NYM","MIA","B","null","null",0,1,2019,"-0.9058","0.6007","0.3622","1.6935","null","null","null",0,6,"Top","null","null",,,467092,,"190926_005431","5.2280","-133.0632","-5.3777","-12.0740","27.0305","-23.9551","3.2349","1.4375","null","null","null","92.6780","1651","6.9050",566066,594798,467092,624413,605412,453943,642708,643446,607043,624424,"53.5943","null","null","null","null","null","null","null",45,"2","Changeup",9,0,0,9,0,9,0,9,"Infield shift","Standard"
"FF","2019-09-25","96.3","-1.2835","5.6328","Jacob deGrom",434158,594798,"null","called_strike",,,,,4,"null","R","L","R","NYM","MIA","S","null","null",0,0,2019,"-0.5357","1.3571","-0.6822","2.6489","null","null","null",0,6,"Top","null","null",,,467092,,"190926_005418","2.8688","-140.3561","-5.5974","-7.8457","29.4377","-12.8246","3.2611","1.4896","null","null","null","97.7420","2389","6.8520",566066,594798,467092,624413,605412,453943,642708,643446,607043,624424,"53.6477","null","null","null","null","null","null","null",45,"1","4-Seam Fastball",9,0,0,9,0,9,0,9,"Infield shift","Standard"
"SL","2019-09-25","92.4","-1.0255","5.7538","Jacob deGrom",621446,594798,"strikeout","swinging_strike",,,,,5,"Lewis Brinson strikes out swinging.  ","R","R","R","NYM","MIA","S",2,"null",3,2,2019,"0.3514","0.4697","0.0226","2.8909","null","null","null",2,5,"Top","null","null",,,467092,,"190926_004422","1.9127","-134.7831","-2.6149","3.9730","24.9427","-26.0900","3.6100","1.7100","null","null","null","93.2560","2700","6.3330",566066,594798,467092,624413,429664,453943,642708,643446,607043,624424,"54.1667","null","null","0.00",1,0,0,"null",40,"6","Slider",9,0,0,9,0,9,0,9,"Standard","Standard"
"SL","2019-09-25","93.5","-0.8425","5.6937","Jacob deGrom",621446,594798,"null","ball",,,,,14,"null","R","R","R","NYM","MIA","B","null","null",2,2,2019,"0.3618","0.4615","1.7213","2.6361","null","null","null",2,5,"Top","null","null",,,467092,,"190926_004406","5.8300","-136.1489","-3.2369","3.4284","26.2988","-25.9241","3.8078","1.8757","null","null","null","94.2910","2698","6.4470",566066,594798,467092,624413,429664,453943,642708,643446,607043,624424,"54.0520","null","null","null","null","null","null","null",40,"5","Slider",9,0,0,9,0,9,0,9,"Standard","Standard"
"FF","2019-09-25","97.9","-0.8501","5.6772","Jacob deGrom",621446,594798,"null","ball",,,,,12,"null","R","R","R","NYM","MIA","B","null","null",1,2,2019,"-0.4687","1.4428","0.9553","4.1548","null","null","null",2,5,"Top","null","null",,,467092,,"190926_004350","5.9908","-142.5315","-2.0054","-7.7693","31.4429","-12.0810","3.8339","1.9273","null","null","null","98.5520","2456","6.5360",566066,594798,467092,624413,429664,453943,642708,643446,607043,624424,"53.9630","null","null","null","null","null","null","null",40,"4","4-Seam Fastball",9,0,0,9,0,9,0,9,"Standard","Standard"
"SL","2019-09-25","92.6","-0.8471","5.7004","Jacob deGrom",621446,594798,"null","swinging_strike",,,,,14,"null","R","R","R","NYM","MIA","S","null","null",1,1,2019,"0.3277","0.4962","1.9714","1.9405","null","null","null",2,5,"Top","null","null",,,467092,,"190926_004331","6.5132","-134.8612","-4.9761","2.7800","26.4430","-25.2395","3.6100","1.7100","null","null","null","93.5100","2623","6.5600",566066,594798,467092,624413,429664,453943,642708,643446,607043,624424,"53.9392","null","null","null","null","null","null","null",40,"3","Slider",9,0,0,9,0,9,0,9,"Standard","Standard"
"FF","2019-09-25","98.3","-1.0263","5.7022","Jacob deGrom",621446,594798,"null","ball",,,,,11,"null","R","R","R","NYM","MIA","B","null","null",0,1,2019,"-0.4149","1.0838","-0.2283","4.2957","null","null","null",2,5,"Top","null","null",,,467092,,"190926_004316","3.1746","-143.3656","-0.9649","-6.5189","30.6953","-16.8931","3.8860","1.9273","null","null","null","99.7100","2480","6.7810",566066,594798,467092,624413,429664,453943,642708,643446,607043,624424,"53.7184","null","null","null","null","null","null","null",40,"2","4-Seam Fastball",9,0,0,9,0,9,0,9,"Standard","Standard"
"FF","2019-09-25","97.5","-0.8942","5.6670","Jacob deGrom",621446,594798,"null","swinging_strike",,,,,3,"null","R","R","R","NYM","MIA","S","null","null",0,0,2019,"-0.6769","1.3464","0.3302","3.1534","null","null","null",2,5,"Top","null","null",,,467092,,"190926_004301","4.9207","-141.9817","-4.4655","-10.3986","30.7865","-12.8257","3.6100","1.7100","null","null","null","98.6830","2368","6.7920",566066,594798,467092,624413,429664,453943,642708,643446,607043,624424,"53.7076","null","null","null","null","null","null","null",40,"1","4-Seam Fastball",9,0,0,9,0,9,0,9,"Standard","Standard"
"SL","2019-09-25","92.9","-0.9881","5.6435","Jacob deGrom",621573,594798,"field_out","hit_into_play",,,,,14,"Austin Dean grounds out, pitcher Jacob deGrom to first baseman Pete Alonso.  ","R","R","R","NYM","MIA","X",1,"ground_ball",1,0,2019,"0.2936","0.5139","0.8816","1.7704","null","null","null",1,5,"Top","128.10","178.64",,,467092,,"190926_004229","4.1887","-135.4509","-5.4316","2.8983","26.3574","-24.7839","3.1400","1.4600","3","72.5","-36.1","94.5390","2517","6.8950",566066,594798,467092,624413,429664,453943,642708,643446,607043,624424,"53.6043","0.065","0.057","0.00",1,0,0,2,39,"2","Slider",9,0,0,9,0,9,0,9,"Standard","Standard"
"SL","2019-09-25","93.4","-0.9802","5.6449","Jacob deGrom",621573,594798,"null","ball",,,,,14,"null","R","R","R","NYM","MIA","B","null","null",0,0,2019,"0.1797","0.5953","1.3381","1.7102","null","null","null",1,5,"Top","null","null",,,467092,,"190926_004215","5.6507","-136.0952","-5.8778","1.1941","26.7668","-23.5417","3.3651","1.5917","null","null","null","95.2200","2496","7.0390",566066,594798,467092,624413,429664,453943,642708,643446,607043,624424,"53.4605","null","null","null","null","null","null","null",39,"1","Slider",9,0,0,9,0,9,0,9,"Standard","Standard"
"CH","2019-09-25","91.7","-0.8348","5.6307","Jacob deGrom",656371,594798,"strikeout","called_strike",,,,,6,"Isan Diaz called out on strikes.  ","R","L","R","NYM","MIA","S",2,"null",2,2,2019,"-1.2129","0.4079","0.8041","2.5675","null","null","null",0,5,"Top","null","null",,,467092,,"190926_004142","6.9654","-133.6332","-2.8605","-16.4345","28.4198","-26.7084","3.2091","1.4495","null","null","null","93.3330","1706","7.1460",566066,594798,467092,624413,429664,453943,642708,643446,607043,624424,"53.3539","null","null","0.00",1,0,0,"null",38,"5","Changeup",9,0,0,9,0,9,0,9,"Standard","Standard"
"CH","2019-09-25","90.4","-0.9459","5.8078","Jacob deGrom",656371,594798,"null","swinging_strike",,,,,11,"null","R","L","R","NYM","MIA","S","null","null",2,1,2019,"-0.9437","0.6692","-0.3213","3.3869","null","null","null",0,5,"Top","null","null",,,467092,,"190926_004120","3.6936","-131.8096","-1.6401","-12.1000","26.2385","-23.9507","3.1000","1.4500","null","null","null","92.2570","1578","7.1490",566066,594798,467092,624413,429664,453943,642708,643446,607043,624424,"53.3502","null","null","null","null","null","null","null",38,"4","Changeup",9,0,0,9,0,9,0,9,"Standard","Standard"
"SL","2019-09-25","93.1","-0.9485","5.7533","Jacob deGrom",656371,594798,"null","ball",,,,,14,"null","R","L","R","NYM","MIA","B","null","null",1,1,2019,"0.2663","0.6235","0.8440","1.3196","null","null","null",0,5,"Top","null","null",,,467092,,"190926_004106","4.0535","-135.6097","-7.1880","2.6660","24.2330","-23.1062","3.2091","1.4495","null","null","null","94.8710","2401","6.8600",566066,594798,467092,624413,429664,453943,642708,643446,607043,624424,"53.6398","null","null","null","null","null","null","null",38,"3","Slider",9,0,0,9,0,9,0,9,"Standard","Standard"
"CH","2019-09-25","91.8","-0.9227","5.6577","Jacob deGrom",656371,594798,"null","called_strike",,,,,4,"null","R","L","R","NYM","MIA","S","null","null",1,0,2019,"-1.2100","0.5559","-0.4432","2.1829","null","null","null",0,5,"Top","null","null",,,467092,,"190926_004052","3.9660","-133.8081","-4.3011","-15.7817","26.7121","-24.5923","3.1831","1.4495","null","null","null","93.5710","1645","7.0750",566066,594798,467092,624413,429664,453943,642708,643446,607043,624424,"53.4244","null","null","null","null","null","null","null",38,"2","Changeup",9,0,0,9,0,9,0,9,"Standard","Standard"
"FF","2019-09-25","97.2","-1.0678","5.6952","Jacob deGrom",656371,594798,"null","ball",,,,,8,"null","R","L","R","NYM","MIA","B","null","null",0,0,2019,"-0.5219","1.3159","0.1464","1.5605","null","null","null",0,5,"Top","null","null",,,467092,,"190926_004040","4.4839","-141.3963","-8.6810","-8.0389","29.2596","-12.6327","3.1309","1.5004","null","null","null","98.0970","2390","6.6050",566066,594798,467092,624413,429664,453943,642708,643446,607043,624424,"53.8946","null","null","null","null","null","null","null",38,"1","4-Seam Fastball",9,0,0,9,0,9,0,9,"Standard","Standard"
"SL","2019-09-25","93.2","-0.8558","5.7706","Jacob deGrom",595751,594798,"field_out","hit_into_play",,,,,12,"Jorge Alfaro flies out to right fielder Michael Conforto.  ","R","R","R","NYM","MIA","X",9,"fly_ball",3,2,2019,"0.3202","0.4328","1.0341","2.9593","null","null","null",2,4,"Top","169.52","77.29",,,467092,,"190926_003016","4.1652","-135.8242","-2.5039","3.2129","25.7854","-26.4723","3.2500","1.5400","306","91.4","41.3","93.9780","2426","6.3670",566066,594798,467092,624413,429664,453943,642708,643446,607043,624424,"54.1322","0.015","0.020","0.00",1,0,0,3,34,"7","Slider",9,0,0,9,0,9,0,9,"Standard","Standard"
"FF","2019-09-25","97.6","-0.8430","5.7122","Jacob deGrom",595751,594798,"null","ball",,,,,14,"null","R","R","R","NYM","MIA","B","null","null",2,2,2019,"-0.5386","1.1049","1.1225","1.7247","null","null","null",2,4,"Top","null","null",,,467092,,"190926_002940","6.5871","-142.0417","-7.8930","-8.7935","29.6344","-15.4890","3.4691","1.5795","null","null","null","98.6400","2370","6.6650",566066,594798,467092,624413,429664,453943,642708,643446,607043,624424,"53.8348","null","null","null","null","null","null","null",34,"6","4-Seam Fastball",9,0,0,9,0,9,0,9,"Standard","Standard"
"FF","2019-09-25","98.3","-0.9360","5.6438","Jacob deGrom",595751,594798,"null","foul",,,,,6,"null","R","R","R","NYM","MIA","S","null","null",2,2,2019,"-0.4505","1.3296","0.7472","2.8178","null","null","null",2,4,"Top","null","null",,,467092,,"190926_002917","5.6600","-143.1291","-5.3596","-7.5536","32.5848","-12.6601","3.4200","1.5800","330","96.7","39.2","99.0890","2458","6.6650",566066,594798,467092,624413,429664,453943,642708,643446,607043,624424,"53.8346","null","null","null","null","null","null","null",34,"5","4-Seam Fastball",9,0,0,9,0,9,0,9,"Standard","Standard"
