pitch_type,pitch_name,release_speed,release_pos_x,release_pos_z,player_name,events,description,zone,stand,p_throws,type,,,,,,,,,,,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,,,,,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,,,,,,,,,,,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number
FC,Cutter,88.1,2.2017,5.9656,Hyun-Jin Ryu,null,ball,13,R,L,B,,,,,,,,,,,null,null,2,2,2019,-0.0846,0.554,-1.1414,1.6789,null,453568,435622,1,3,Top,null,null,,,,,190623_002000,-7.9754,-128.1646,-5.5888,0.3987,21.6899,-25.1713,3.2797,1.6,null,null,null,89.109,2063,6.528,,,,,,,,,,,53.9719,null,null,null,null,null,null,null,23,5
FC,Cutter,88.1,2.3446,6.0047,Hyun-Jin Ryu,null,swinging_strike,12,R,L,S,,,,,,,,,,,null,null,2,1,2019,-0.0303,0.6537,0.2491,3.5078,null,453568,435622,1,3,Top,null,null,,,,,190623_001931,-5.0378,-128.2881,-1.387,0.6082,24.0779,-24.833,3.2658,1.6,null,null,null,88.639,2023,6.38,,,,,,,,,,,54.1199,null,null,null,null,null,null,null,23,4
FF,4-Seam Fastball,90.8,2.3453,5.8512,Hyun-Jin Ryu,null,ball,11,R,L,B,,,,,,,,,,,null,null,1,1,2019,0.6746,1.1718,-0.9838,2.4353,null,453568,435622,1,3,Top,null,null,,,,,190623_001907,-9.8238,-131.8689,-5.1786,9.9597,26.8491,-17.4869,3.2284,1.6,null,null,null,91.277,2052,6.59,,,,,,,,,,,53.9098,null,null,null,null,null,null,null,23,3
FF,4-Seam Fastball,90,2.4324,5.8179,Hyun-Jin Ryu,null,called_strike,4,R,L,S,,,,,,,,,,,null,null,1,0,2019,0.8063,1.2383,-0.354,2.5344,null,453568,435622,1,3,Top,null,null,,,,,190623_001844,-8.6825,-130.9037,-4.8998,11.0651,24.7926,-16.9591,3.3518,1.6,null,null,null,90.847,2034,6.6,,,,,,,,,,,53.8999,null,null,null,null,null,null,null,23,2
CH,Changeup,81.1,2.5803,5.6594,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,0,0,2019,1.1524,1.0447,1.7946,2.9311,null,453568,435622,1,3,Top,null,null,,,,,190623_001821,-4.0314,-118.122,-1.5545,11.7126,21.4232,-22.1211,3.2079,1.6,null,null,null,82.041,1866,6.765,,,,,,,,,,,53.735,null,null,null,null,null,null,null,23,1
FF,4-Seam Fastball,90.9,2.4007,5.8175,Hyun-Jin Ryu,strikeout,foul_tip,1,L,L,S,,,,,,,,,,,2,null,3,2,2019,0.8258,1.2986,-0.4073,3.3334,null,453568,435622,0,3,Top,null,null,,,,,190623_001731,-8.8488,-132.1914,-3.1513,11.5495,26.3113,-16.3477,3.3262,1.55,null,null,null,91.485,2079,6.528,,,,,,,,,,,53.9719,null,null,0,1,0,0,null,22,7
CH,Changeup,77.6,2.7865,5.7982,Hyun-Jin Ryu,null,foul,3,L,L,S,,,,,,,,,,,null,null,3,2,2019,0.8902,0.1462,0.3339,2.7705,null,453568,435622,0,3,Top,null,null,,,,,190623_001702,-6.9293,-113.0063,0.0693,8.8454,17.3877,-31.078,3.29,1.55,148,100.1,9.1,78.579,1317,6.589,,,,,,,,,,,53.91,null,null,null,null,null,null,null,22,6
CH,Changeup,78.9,2.5962,5.7481,Hyun-Jin Ryu,null,called_strike,13,L,L,S,,,,,,,,,,,null,null,3,1,2019,0.9207,0.4607,-0.8682,2.3563,null,453568,435622,0,3,Top,null,null,,,,,190623_001635,-9.2934,-114.7112,-1.5286,9.7174,17.6472,-27.9614,3.3117,1.5355,null,null,null,79.755,1503,6.555,,,,,,,,,,,53.9447,null,null,null,null,null,null,null,22,5
CU,Curveball,68.6,2.202,6.08,Hyun-Jin Ryu,null,ball,12,L,L,B,,,,,,,,,,,null,null,2,1,2019,-0.9917,-1.277,2.1553,4.0019,null,453568,435622,0,3,Top,null,null,,,,,190623_001608,1.4542,-99.6397,5.8102,-6.7038,15.0538,-41.6349,3.2755,1.55,null,null,null,67.905,2445,5.693,,,,,,,,,,,54.8066,null,null,null,null,null,null,null,22,4
FF,4-Seam Fastball,89.9,2.3253,5.9071,Hyun-Jin Ryu,null,ball,11,L,L,B,,,,,,,,,,,null,null,1,1,2019,0.5569,1.1503,-0.9009,4.1138,null,453568,435622,0,3,Top,null,null,,,,,190623_001543,-9.2547,-130.8766,-1.0592,8.1002,21.5539,-18.5714,3.3986,1.55,null,null,null,91.367,2032,6.666,,,,,,,,,,,53.8336,null,null,null,null,null,null,null,22,3
CU,Curveball,71.5,2.3978,6.0362,Hyun-Jin Ryu,null,called_strike,11,L,L,S,,,,,,,,,,,null,null,1,0,2019,-1.1889,-1.1358,-0.9168,2.4273,null,453568,435622,0,3,Top,null,null,,,,,190623_001521,-4.5276,-103.9263,2.2865,-7.7996,17.1437,-40.9402,3.3045,1.4848,null,null,null,71.211,2539,6.092,,,,,,,,,,,54.4071,null,null,null,null,null,null,null,22,2
CU,Curveball,72.4,2.3033,6.0121,Hyun-Jin Ryu,null,ball,13,L,L,B,,,,,,,,,,,null,null,0,0,2019,-1.091,-1.1643,-1.5187,1.811,null,453568,435622,0,3,Top,null,null,,,,,190623_001458,-5.7282,-105.248,0.8897,-6.9318,16.9446,-40.9526,3.406,1.55,null,null,null,71.229,2556,5.322,,,,,,,,,,,55.1775,null,null,null,null,null,null,null,22,1
FF,4-Seam Fastball,89.2,2.353,5.9033,Hyun-Jin Ryu,single,hit_into_play_score,2,R,L,X,,,,,,,,,,,8,line_drive,0,1,2019,0.8135,1.1443,-0.2678,3.1156,null,663567,453568,0,3,Top,146.12,104.2,,,,,190623_001414,-8.2233,-129.7685,-3.3461,10.8782,23.7678,-18.5538,3.2694,1.56,233,88.7,14.8,90.217,2066,6.647,,,,,,,,,,,53.8528,0.925,0.872,0.9,1,1,0,4,21,2
FT,2-Seam Fastball,89.4,2.4168,5.8199,Hyun-Jin Ryu,null,called_strike,6,R,L,S,,,,,,,,,,,null,null,0,0,2019,1.311,0.6601,0.6408,2.187,null,663567,453568,0,3,Top,null,null,,,,,190623_001343,-7.1503,-130.1396,-4.4013,16.3687,24.6407,-23.9726,3.3055,1.56,null,null,null,89.929,1951,6.375,,,,,,,,,,,54.1246,null,null,null,null,null,null,null,21,1
FT,2-Seam Fastball,90.8,2.4718,5.8126,Hyun-Jin Ryu,fielders_choice,hit_into_play_no_out,3,L,L,X,,,,,,,,,,,3,ground_ball,3,2,2019,1.1389,0.5902,0.4868,2.9066,null,null,663567,0,3,Top,147.2,174.9,,,,,190623_000952,-7.3983,-132.0811,-2.6731,14.8238,25.0641,-24.9056,3.46,1.65,9,74.8,-15.6,91.214,2027,6.316,,,,,,,,,,,54.1833,0.042,0.038,0,1,0,0,2,20,7
CU,Curveball,72.2,2.2249,6.0732,Hyun-Jin Ryu,null,ball,12,L,L,B,,,,,,,,,,,null,null,2,2,2019,-1.0244,-1.3891,1.6069,3.6702,null,null,663567,0,3,Top,null,null,,,,,190623_000929,0.4766,-104.9404,4.9441,-7.5227,17.7597,-43.3413,3.4671,1.65,null,null,null,71.57,2512,5.868,,,,,,,,,,,54.6318,null,null,null,null,null,null,null,20,6
FT,2-Seam Fastball,90.1,2.3685,5.8189,Hyun-Jin Ryu,null,foul,3,L,L,S,,,,,,,,,,,null,null,2,2,2019,1.1649,0.6234,0.5356,3.2397,null,null,663567,0,3,Top,null,null,,,,,190623_000901,-7.1126,-131.1887,-1.8856,15.0461,23.5514,-24.6343,3.46,1.65,169,64.3,32.7,91.394,2027,6.701,,,,,,,,,,,53.7982,null,null,null,null,null,null,null,20,5
FT,2-Seam Fastball,89.8,2.6929,5.7992,Hyun-Jin Ryu,null,foul,3,L,L,S,,,,,,,,,,,null,null,2,1,2019,1.2107,0.5906,0.7143,2.9624,null,null,663567,0,3,Top,null,null,,,,,190623_000827,-7.5226,-130.6697,-2.3565,15.5256,25.2767,-25.0396,3.46,1.65,null,null,null,90.599,1939,6.594,,,,,,,,,,,53.9055,null,null,null,null,null,null,null,20,4
FF,4-Seam Fastball,90.3,2.5444,5.8648,Hyun-Jin Ryu,null,ball,13,L,L,B,,,,,,,,,,,null,null,1,1,2019,0.7619,1.3392,-1.2929,2.3784,null,null,663567,0,3,Top,null,null,,,,,190623_000806,-11.2265,-131.1221,-5.6315,11.1228,25.8934,-15.5976,3.5609,1.65,null,null,null,90.855,2170,6.595,,,,,,,,,,,53.9045,null,null,null,null,null,null,null,20,3
FT,2-Seam Fastball,89,2.6427,5.7951,Hyun-Jin Ryu,null,called_strike,6,L,L,S,,,,,,,,,,,null,null,1,0,2019,1.2857,0.7197,0.6047,2.7017,null,null,663567,0,3,Top,null,null,,,,,190623_000745,-7.7744,-129.5432,-3.1465,16.1971,24.7737,-23.5208,3.424,1.65,null,null,null,89.895,1984,6.635,,,,,,,,,,,53.864,null,null,null,null,null,null,null,20,2
CU,Curveball,72,2.2617,6.052,Hyun-Jin Ryu,null,ball,13,L,L,B,,,,,,,,,,,null,null,0,0,2019,-0.961,-1.2438,-1.172,1.4003,null,null,663567,0,3,Top,null,null,,,,,190623_000725,-5.1795,-104.692,0.3844,-6.0667,18.7895,-41.5344,3.4456,1.65,null,null,null,71.651,2543,6.206,,,,,,,,,,,54.2939,null,null,null,null,null,null,null,20,1
CH,Changeup,78.9,2.7806,5.7683,Hyun-Jin Ryu,single,hit_into_play_no_out,14,R,L,X,,,,,,,,,,,9,ground_ball,0,2,2019,1.0753,0.3249,0.9247,2.0101,null,null,null,0,3,Top,193.84,139.92,,,,,190623_000642,-6.0599,-114.8679,-2.0214,10.6438,19.989,-29.1218,3.51,1.62,28,64.3,-1.1,79.348,1579,6.439,,,,,,,,,,,54.0608,0.09,0.066,0.9,1,1,0,2,19,3
CH,Changeup,77.9,2.6559,5.8049,Hyun-Jin Ryu,null,swinging_strike,13,R,L,S,,,,,,,,,,,null,null,0,1,2019,0.8491,0.3939,-0.0887,1.0753,null,null,null,0,3,Top,null,null,,,,,190623_000623,-7.496,-113.2781,-4.0587,8.6508,18.6241,-28.2482,3.4517,1.62,null,null,null,78.557,1403,6.565,,,,,,,,,,,53.9341,null,null,null,null,null,null,null,19,2
FT,2-Seam Fastball,87.7,2.4812,5.9156,Hyun-Jin Ryu,null,called_strike,12,R,L,S,,,,,,,,,,,null,null,0,0,2019,1.0373,0.658,0.8402,3.0055,null,null,null,0,3,Top,null,null,,,,,190623_000609,-6.1261,-127.6995,-2.3493,12.5766,23.2469,-24.663,3.3279,1.5763,null,null,null,88.338,1998,6.394,,,,,,,,,,,54.1054,null,null,null,null,null,null,null,19,1
CU,Curveball,72.5,2.0618,6.1054,Hyun-Jin Ryu,strikeout,swinging_strike,7,R,L,S,,,,,,,,,,,2,null,1,2,2019,-1.101,-1.2381,-0.326,1.9501,null,null,null,2,2,Top,null,null,,,,,190622_234726,-2.9054,-105.5488,1.1332,-7.596,17.5605,-41.6867,3.0842,1.54,null,null,null,71.932,2610,5.776,,,,,,,,,,,54.7237,null,null,0,1,0,0,null,12,4
CH,Changeup,76.7,2.5799,5.7933,Hyun-Jin Ryu,null,foul,12,R,L,S,,,,,,,,,,,null,null,1,1,2019,0.9857,0.6096,1.3736,2.421,null,null,null,2,2,Top,null,null,,,,,190622_234656,-4.3491,-111.7167,-1.2634,9.0488,19.5922,-27.0337,3.23,1.54,null,null,null,77.028,1380,6.413,,,,,,,,,,,54.087,null,null,null,null,null,null,null,12,3
CH,Changeup,78,2.7019,5.7863,Hyun-Jin Ryu,null,swinging_strike,5,R,L,S,,,,,,,,,,,null,null,1,0,2019,0.6874,0.7764,0.0402,2.2479,null,null,null,2,2,Top,null,null,,,,,190622_234639,-7.0127,-113.4766,-2.2407,7.1347,17.9885,-25.1961,3.2014,1.54,null,null,null,78.675,1494,6.477,,,,,,,,,,,54.0222,null,null,null,null,null,null,null,12,2
CU,Curveball,70.2,2.2854,6.0418,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,0,0,2019,-1.2607,-1.0098,0.4516,3.6514,null,null,null,2,2,Top,null,null,,,,,190622_234625,-1.4862,-102.027,4.6563,-8.3945,17.1818,-40.1273,3.18,1.54,null,null,null,69.529,2585,5.878,,,,,,,,,,,54.6219,null,null,null,null,null,null,null,12,1
CH,Changeup,80.3,2.5832,5.8043,Hyun-Jin Ryu,field_out,hit_into_play,7,L,L,X,,,,,,,,,,,9,fly_ball,2,1,2019,0.8968,0.4174,-0.2816,2.0845,null,null,null,1,2,Top,162.54,81.34,,,,,190622_234601,-8.0547,-116.7762,-2.3544,9.7025,21.1141,-28.1135,3.49,1.63,292,79.2,31.8,80.564,1489,6.415,,,,,,,,,,,54.0843,0.082,0.087,0,1,0,0,3,11,4
FF,4-Seam Fastball,90.5,2.3671,5.7667,Hyun-Jin Ryu,null,called_strike,13,L,L,S,,,,,,,,,,,null,null,2,0,2019,0.6842,1.0925,-0.9743,1.6739,null,null,null,1,2,Top,null,null,,,,,190622_234527,-9.8702,-131.5022,-6.7124,9.9557,24.7599,-18.1554,3.5827,1.6799,null,null,null,91.441,1989,6.686,,,,,,,,,,,53.8137,null,null,null,null,null,null,null,11,3
FF,4-Seam Fastball,88.7,2.3031,5.8857,Hyun-Jin Ryu,null,ball,1,L,L,B,,,,,,,,,,,null,null,1,0,2019,0.6002,1.0982,-0.5184,3.6089,null,null,null,1,2,Top,null,null,,,,,190622_234507,-8.2252,-129.174,-1.9189,8.3482,23.5256,-19.4657,3.5042,1.63,null,null,null,89.796,1931,6.64,,,,,,,,,,,53.8597,null,null,null,null,null,null,null,11,2
FF,4-Seam Fastball,89.4,2.4916,5.8712,Hyun-Jin Ryu,null,ball,13,L,L,B,,,,,,,,,,,null,null,0,0,2019,0.6597,1.1809,-1.8201,1.5756,null,null,null,1,2,Top,null,null,,,,,190622_234449,-12.0492,-129.7008,-7.1612,9.6533,22.0366,-17.5083,3.5328,1.63,null,null,null,90.265,1988,6.566,,,,,,,,,,,53.9332,null,null,null,null,null,null,null,11,1
CU,Curveball,72.2,2.1012,6.141,Hyun-Jin Ryu,strikeout,swinging_strike_blocked,13,R,L,S,,,,,,,,,,,2,null,0,2,2019,-0.8845,-1.2544,-0.5927,1.2785,null,null,null,0,2,Top,null,null,,,,,190622_234414,-3.8543,-105.0504,-0.1497,-5.8214,17.5069,-41.5479,3.19,1.57,null,null,null,71.793,2594,5.946,,,,,,,,,,,54.5535,null,null,0,1,0,0,null,10,4
CH,Changeup,78.8,2.5781,5.7385,Hyun-Jin Ryu,null,foul,8,R,L,S,,,,,,,,,,,null,null,0,2,2019,1.0021,0.5406,0.1971,1.5519,null,null,null,0,2,Top,null,null,,,,,190622_234345,-7.0883,-114.7778,-3.4342,10.1202,17.384,-26.9398,3.29,1.57,null,null,null,79.873,1521,6.575,,,,,,,,,,,53.9246,null,null,null,null,null,null,null,10,3
CU,Curveball,70.5,2.2275,6.1339,Hyun-Jin Ryu,null,swinging_strike,4,R,L,S,,,,,,,,,,,null,null,0,1,2019,-1.2566,-1.1339,-0.3604,2.5235,null,null,null,0,2,Top,null,null,,,,,190622_234325,-2.9576,-102.5128,2.3912,-8.234,16.2577,-40.6417,3.2261,1.57,null,null,null,69.886,2476,5.754,,,,,,,,,,,54.7454,null,null,null,null,null,null,null,10,2
FT,2-Seam Fastball,87.7,2.4723,5.9296,Hyun-Jin Ryu,null,swinging_strike,12,R,L,S,,,,,,,,,,,null,null,0,0,2019,1.2442,0.7031,1.2025,2.3991,null,null,null,0,2,Top,null,null,,,,,190622_234302,-5.6623,-127.706,-3.9295,14.7995,24.2449,-23.8664,3.2254,1.57,null,null,null,88.254,1960,6.423,,,,,,,,,,,54.0764,null,null,null,null,null,null,null,10,1
CH,Changeup,79.2,2.6453,5.762,Hyun-Jin Ryu,force_out,hit_into_play,4,L,L,X,,,,,,,,,,,6,ground_ball,2,2,2019,1.1531,0.5277,-0.6957,2.2151,null,null,571448,2,1,Top,107.15,154.12,,,,,190622_232733,-9.5052,-115.0874,-2.0474,11.9341,17.7545,-27.2349,3.35,1.61,19,96,-4.5,80.096,1413,6.608,,,,,,,,,,,53.8912,0.295,0.267,0,1,0,0,2,5,5
FF,4-Seam Fastball,90.2,2.2392,5.9717,Hyun-Jin Ryu,null,ball,11,L,L,B,,,,,,,,,,,null,null,1,2,2019,0.6065,1.0005,-2.0639,3.467,null,null,571448,2,1,Top,null,null,,,,,190622_232710,-12.0878,-131.0729,-2.5328,9.232,22.1345,-20.0395,3.3076,1.61,null,null,null,91.551,2087,6.734,,,,,,,,,,,53.7653,null,null,null,null,null,null,null,5,4
CU,Curveball,74.2,2.2046,6.1007,Hyun-Jin Ryu,null,ball,13,L,L,B,,,,,,,,,,,null,null,0,2,2019,-1.0065,-1.1892,-1.3234,2.1373,null,null,571448,2,1,Top,null,null,,,,,190622_232629,-5.4407,-107.8555,1.1959,-6.7692,19.1027,-41.7623,3.3359,1.61,null,null,null,73.601,2647,5.941,,,,,,,,,,,54.5582,null,null,null,null,null,null,null,5,3
FF,4-Seam Fastball,91,2.545,5.8661,Hyun-Jin Ryu,null,foul,12,L,L,S,,,,,,,,,,,null,null,0,1,2019,0.9668,1.2485,1.25,4.0976,null,null,571448,2,1,Top,null,null,,,,,190622_232551,-5.3612,-132.5096,-1.2853,12.5808,25.8912,-17.2171,3.35,1.61,null,null,null,91.785,2062,6.533,,,,,,,,,,,53.9667,null,null,null,null,null,null,null,5,2
CU,Curveball,70.7,2.4002,6.1397,Hyun-Jin Ryu,null,called_strike,12,L,L,S,,,,,,,,,,,null,null,0,0,2019,-1.1021,-1.1509,0.0324,3.4042,null,null,571448,2,1,Top,null,null,,,,,190622_232531,-2.7818,-102.7181,4.1622,-7.2662,17.011,-41.1605,3.2371,1.61,null,null,null,70.321,2568,6.078,,,,,,,,,,,54.4215,null,null,null,null,null,null,null,5,1
CH,Changeup,81.1,2.6461,5.6734,Hyun-Jin Ryu,single,hit_into_play_score,14,R,L,X,,,,,,,,,,,7,line_drive,2,2,2019,0.8917,0.4443,0.1567,1.1237,null,435622,null,2,1,Top,44.27,108.08,,,,,190622_232454,-7.4167,-118.0089,-4.5631,9.837,19.2468,-27.2839,3.33,1.6,287,94.4,15.8,82.708,2881,7.046,,,,,,,,,,,53.454,0.69,0.659,0.9,1,1,0,4,4,5
FF,4-Seam Fastball,92.2,2.4719,5.9629,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,1,2,2019,0.776,1.1437,0.477,4.2566,null,435622,null,2,1,Top,null,null,,,,,190622_232419,-6.8036,-134.2727,-1.0788,10.8425,26.0765,-18.1157,3.2588,1.6,null,null,null,93.093,2076,6.545,,,,,,,,,,,53.9549,null,null,null,null,null,null,null,4,4
FF,4-Seam Fastball,92.2,2.4585,5.8954,Hyun-Jin Ryu,null,ball,11,R,L,B,,,,,,,,,,,null,null,0,2,2019,0.8208,1.1414,-0.0525,4.7119,null,435622,null,2,1,Top,null,null,,,,,190622_232315,-8.2501,-134.1868,0.3051,11.8022,28.6753,-18.4729,3.3086,1.6,null,null,null,92.931,2078,6.687,,,,,,,,,,,53.8128,null,null,null,null,null,null,null,4,3
FC,Cutter,89.1,2.3196,6.0346,Hyun-Jin Ryu,null,foul,11,R,L,S,,,,,,,,,,,null,null,0,1,2019,-0.2558,0.581,-1.1283,2.7274,null,435622,null,2,1,Top,null,null,,,,,190622_232246,-7.931,-129.53,-3.3171,-1.278,26.2383,-25.1595,3.33,1.6,null,null,null,89.206,1977,6.34,,,,,,,,,,,54.1594,null,null,null,null,null,null,null,4,2
FF,4-Seam Fastball,91.8,2.4655,5.8947,Hyun-Jin Ryu,null,called_strike,1,R,L,S,,,,,,,,,,,null,null,0,0,2019,0.9314,1.2724,-0.5087,3.125,null,435622,null,2,1,Top,null,null,,,,,190622_232221,-9.5697,-133.4836,-4.0076,13.0322,23.9054,-16.1672,3.3085,1.6,null,null,null,92.661,2038,6.47,,,,,,,,,,,54.0295,null,null,null,null,null,null,null,4,1
FF,4-Seam Fastball,90.7,2.5648,5.8181,Hyun-Jin Ryu,field_out,hit_into_play,2,L,L,X,,,,,,,,,,,9,fly_ball,2,1,2019,0.8572,1.0932,-0.0099,3.1672,null,435622,null,1,1,Top,167.76,44.25,,,,,190622_232127,-8.334,-131.9158,-3.1193,11.7879,25.6721,-18.7843,3.29,1.55,377,94.6,28.8,91.527,2141,6.625,,,,,,,,,,,53.8745,0.278,0.411,0,1,0,0,5,3,4
FF,4-Seam Fastball,89.8,2.5129,5.9075,Hyun-Jin Ryu,null,foul_tip,12,L,L,S,,,,,,,,,,,null,null,2,0,2019,0.8162,1.1236,0.2978,3.8308,null,435622,null,1,1,Top,null,null,,,,,190622_232053,-7.2995,-130.7526,-1.6316,10.9596,25.3424,-18.897,3.29,1.55,null,null,null,90.889,2131,6.737,,,,,,,,,,,53.7627,null,null,null,null,null,null,null,3,3
CU,Curveball,73.9,2.4088,6.0742,Hyun-Jin Ryu,null,ball,11,L,L,B,,,,,,,,,,,null,null,1,0,2019,-1.0506,-1.1739,-1.2604,2.7121,null,435622,null,1,1,Top,null,null,,,,,190622_232031,-5.6291,-107.4064,2.4328,-7.0307,18.7355,-41.7887,3.3185,1.55,null,null,null,73.335,2682,5.947,,,,,,,,,,,54.5525,null,null,null,null,null,null,null,3,2
FT,2-Seam Fastball,88.6,2.6279,5.9404,Hyun-Jin Ryu,null,ball,12,L,L,B,,,,,,,,,,,null,null,0,0,2019,1.3394,0.7046,1.1871,4.3383,null,435622,null,1,1,Top,null,null,,,,,190622_232008,-6.2883,-128.8659,0.6566,16.1498,25.1545,-24.659,3.4053,1.55,null,null,null,88.677,1924,6.227,,,,,,,,,,,54.2721,null,null,null,null,null,null,null,3,1
CH,Changeup,79.5,2.755,5.7456,Hyun-Jin Ryu,double,hit_into_play_no_out,14,R,L,X,,,,,,,,,,,8,line_drive,1,0,2019,0.954,0.3435,0.9765,2.2597,null,null,null,1,1,Top,55.94,43.43,,,,,190622_231923,-5.7067,-115.8063,-1.6658,9.5922,17.478,-28.9491,3.2706,1.56,289,94.5,14.8,80.416,1379,6.436,,,,,,,,,,,54.0636,0.792,0.745,1.25,1,1,1,4,2,2
FT,2-Seam Fastball,90.4,2.5123,5.8455,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,0,0,2019,1.3218,0.6135,1.0875,2.7995,null,null,null,1,1,Top,null,null,,,,,190622_231857,-6.3616,-131.5319,-3.0063,16.653,25.1608,-24.6297,3.207,1.56,null,null,null,90.806,2001,6.323,,,,,,,,,,,54.1765,null,null,null,null,null,null,null,2,1
CH,Changeup,79.3,2.8601,5.7773,Hyun-Jin Ryu,field_out,hit_into_play,7,L,L,X,,,,,,,,,,,8,line_drive,1,2,2019,0.7535,0.2134,-0.7156,2.1277,null,null,null,0,1,Top,100.23,58.01,,,,,190622_231822,-9.2553,-115.2609,-1.6932,8.2755,17.981,-30.1484,3.4529,1.65,339,89.2,24.6,80.038,1338,6.504,,,,,,,,,,,53.9954,0.12,0.158,0,1,0,0,3,1,5
FF,4-Seam Fastball,90.5,2.5696,5.9097,Hyun-Jin Ryu,null,foul,1,L,L,S,,,,,,,,,,,null,null,1,2,2019,0.6854,1.123,-0.689,3.533,null,null,null,0,1,Top,null,null,,,,,190622_231751,-9.5836,-131.5529,-2.4134,9.8697,25.7137,-18.7989,3.46,1.65,211,73.9,38.2,90.756,2014,6.327,,,,,,,,,,,54.1721,null,null,null,null,null,null,null,1,4
FF,4-Seam Fastball,89.6,2.5802,5.8983,Hyun-Jin Ryu,null,foul,14,L,L,S,,,,,,,,,,,null,null,1,1,2019,1.0399,0.7932,1.3235,2.5129,null,null,null,0,1,Top,null,null,,,,,190622_231725,-5.3227,-130.4541,-4.1097,13.0114,25.2223,-22.4321,3.46,1.65,151,58.3,33.5,90.201,1970,6.446,,,,,,,,,,,54.0538,null,null,null,null,null,null,null,1,3
FT,2-Seam Fastball,88.1,2.5565,6.0305,Hyun-Jin Ryu,null,foul,12,L,L,S,,,,,,,,,,,null,null,1,0,2019,1.1097,0.6909,1.2482,3.1916,null,null,null,0,1,Top,null,null,,,,,190622_231649,-5.4651,-128.1921,-2.2392,13.3105,25.7096,-24.3338,3.46,1.65,55,58.8,4.9,88.131,1986,6.245,,,,,,,,,,,54.2547,null,null,null,null,null,null,null,1,2
FT,2-Seam Fastball,86.4,2.546,6.0349,Hyun-Jin Ryu,null,ball,14,L,L,B,,,,,,,,,,,null,null,0,0,2019,1.1881,0.6782,1.5155,1.7589,null,null,null,0,1,Top,null,null,,,,,190622_231630,-4.8564,-125.7606,-5.3925,13.5374,23.2266,-24.163,3.2913,1.65,null,null,null,86.664,1947,6.243,,,,,,,,,,,54.2567,null,null,null,null,null,null,null,1,1
FF,4-Seam Fastball,91.6,2.3565,5.5676,Hyun-Jin Ryu,strikeout,called_strike,7,R,L,S,,,,,,,,,,,2,null,3,2,2019,0.77,1.0117,-0.6479,1.5635,null,null,null,2,7,Top,null,null,,,,,190617_012049,-9.351,-133.1305,-6.5485,11.1865,26.0182,-18.7712,3.3831,1.618,null,null,null,92.67,1991,6.792,,,,,,,,,,,53.7071,null,null,0,1,0,0,null,56,7
CH,Changeup,77,2.6122,5.5845,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,2,2,2019,1.0143,0.2657,2.2004,2.6379,null,null,null,2,7,Top,null,null,,,,,190617_012021,-2.7646,-112.3103,0.17,9.1958,19.1692,-30.1034,3.3594,1.618,null,null,null,77.941,1375,6.698,,,,,,,,,,,53.8011,null,null,null,null,null,null,null,56,6
FC,Cutter,88.8,2.3197,5.8108,Hyun-Jin Ryu,null,ball,13,R,L,B,,,,,,,,,,,null,null,1,2,2019,-0.1532,0.6145,-1.0252,0.935,null,null,null,2,7,Top,null,null,,,,,190617_011955,-7.903,-129.1231,-7.2896,-0.3512,22.8102,-24.0501,3.4069,1.618,null,null,null,89.766,2081,6.586,,,,,,,,,,,53.9133,null,null,null,null,null,null,null,56,5
CH,Changeup,75.9,2.7124,5.4813,Hyun-Jin Ryu,null,foul,14,R,L,S,,,,,,,,,,,null,null,1,2,2019,1.0018,0.3488,1.3262,1.2639,null,null,null,2,7,Top,null,null,,,,,190617_011921,-4.738,-110.4739,-2.4303,9.1075,18.516,-29.0616,3.4,1.61,null,null,null,76.551,1330,6.613,,,,,,,,,,,53.8869,null,null,null,null,null,null,null,56,4
CH,Changeup,77.7,2.5687,5.5291,Hyun-Jin Ryu,null,swinging_strike,14,R,L,S,,,,,,,,,,,null,null,1,1,2019,1.1365,0.3668,1.3694,1.872,null,null,null,2,7,Top,null,null,,,,,190617_011859,-4.6637,-113.058,-1.6076,10.6124,20.1521,-28.9377,3.4,1.61,null,null,null,77.939,1401,6.412,,,,,,,,,,,54.0871,null,null,null,null,null,null,null,56,3
CH,Changeup,76.6,2.6038,5.5576,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,0,1,2019,0.992,0.3294,1.9077,3.1784,null,null,null,2,7,Top,null,null,,,,,190617_011841,-3.2628,-111.522,1.335,8.8644,18.3569,-29.8255,3.4307,1.618,null,null,null,76.986,1340,6.349,,,,,,,,,,,54.1509,null,null,null,null,null,null,null,56,2
