pitch_type,pitch_name,release_speed,release_pos_x,release_pos_z,player_name,events,description,zone,stand,p_throws,type,,,,,,,,,,,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,,,,,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,,,,,,,,,,,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number
FF,4-Seam Fastball,92.1,2.3008,5.9153,Hyun-Jin Ryu,null,ball,13,R,L,B,,,,,,,,,,,null,null,0,0,2019,0.7158,1.011,-1.6349,1.6962,null,null,453568,2,1,Bot,null,null,,,,,190629_010804,-11.5682,-133.6965,-7.2078,10.62,20.9734,-18.7558,3.2563,1.6,null,null,null,93.264,2137,6.511,,,,,,,,,,,53.9888,null,null,null,null,null,null,null,13,1
FC,Cutter,88.4,2.1227,5.9685,Hyun-Jin Ryu,strikeout,swinging_strike,13,L,L,S,,,,,,,,,,,2,null,0,2,2019,-0.2402,0.4717,-1.6691,1.2706,null,null,453568,1,1,Bot,null,null,,,,,190629_010731,-8.771,-128.5767,-6.5195,-1.3848,19.7298,-25.9636,3.29,1.6,null,null,null,89.655,2051,6.514,,,,,,,,,,,53.9851,null,null,0,1,0,0,null,12,3
FF,4-Seam Fastball,90.1,2.398,5.9897,Hyun-Jin Ryu,null,swinging_strike,12,L,L,S,,,,,,,,,,,null,null,0,1,2019,0.8537,0.8308,0.6217,3.7332,null,null,453568,1,1,Bot,null,null,,,,,190629_010702,-6.202,-131.2628,-1.5238,10.9971,21.7767,-22.3958,3.32,1.56,null,null,null,90.825,2078,6.188,,,,,,,,,,,54.311,null,null,null,null,null,null,null,12,2
FT,2-Seam Fastball,90.2,2.4034,5.9047,Hyun-Jin Ryu,null,foul,5,L,L,S,,,,,,,,,,,null,null,0,0,2019,1.0609,0.5164,-0.2207,2.3447,null,null,453568,1,1,Bot,null,null,,,,,190629_010640,-8.8228,-131.3276,-4.1415,13.9937,21.656,-25.5494,3.32,1.56,223,76.9,30.2,91.399,2119,6.494,,,,,,,,,,,54.005,null,null,null,null,null,null,null,12,1
CH,Changeup,80.1,2.5939,5.7566,Hyun-Jin Ryu,field_out,hit_into_play,14,R,L,X,,,,,,,,,,,8,fly_ball,0,2,2019,0.7057,0.0547,0.6466,1.3606,null,null,453568,0,1,Bot,127.28,84.8,,,,,190629_010603,-5.649,-116.7654,-3.2754,7.3969,17.1259,-31.3501,3.32,1.56,272,74.3,35.2,81.101,2937,6.385,,,,,,,,,,,54.1142,0.205,0.189,0,1,0,0,3,11,3
FF,4-Seam Fastball,90.3,2.3505,5.9711,Hyun-Jin Ryu,null,called_strike,11,R,L,S,,,,,,,,,,,null,null,0,1,2019,0.8364,0.8429,-0.9062,2.686,null,null,453568,0,1,Bot,null,null,,,,,190629_010529,-9.858,-131.2385,-4.1112,11.422,21.6945,-21.797,3.1418,1.5473,null,null,null,90.953,2141,6.27,,,,,,,,,,,54.23,null,null,null,null,null,null,null,11,2
FT,2-Seam Fastball,90.3,2.4745,5.8784,Hyun-Jin Ryu,null,foul,2,R,L,S,,,,,,,,,,,null,null,0,0,2019,1.1084,0.5806,-0.2289,2.9068,null,null,453568,0,1,Bot,null,null,,,,,190629_010504,-9.0675,-131.3942,-2.785,14.5253,22.2871,-25.0744,3.31,1.57,null,null,null,90.983,2055,6.265,,,,,,,,,,,54.2344,null,null,null,null,null,null,null,11,1
FT,2-Seam Fastball,90.5,2.665,5.8375,Hyun-Jin Ryu,single,hit_into_play_no_out,3,L,L,X,,,,,,,,,,,8,ground_ball,3,1,2019,1.1869,0.614,0.5883,2.7791,null,null,null,0,1,Bot,112.34,110.86,,,,,190629_010424,-7.7432,-131.7842,-3.1315,15.4026,22.528,-24.5238,3.31,1.57,150,76.2,12.2,91.554,2031,6.453,,,,,,,,,,,54.0464,0.432,0.384,0.9,1,1,0,4,10,5
CU,Curveball,73.4,2.4535,6.0512,Hyun-Jin Ryu,null,ball,13,L,L,B,,,,,,,,,,,null,null,2,1,2019,-0.8236,-0.8864,-1.364,-0.0103,null,null,null,0,1,Bot,null,null,,,,,190629_010354,-6.2082,-106.6054,-3.4404,-5.0258,17.1053,-38.3686,3.4612,1.6487,null,null,null,71.774,2612,4.996,,,,,,,,,,,55.5036,null,null,null,null,null,null,null,10,4
FT,2-Seam Fastball,89.3,2.6333,5.864,Hyun-Jin Ryu,null,called_strike,14,L,L,S,,,,,,,,,,,null,null,2,0,2019,1.165,0.5354,0.867,1.9088,null,null,null,0,1,Bot,null,null,,,,,190629_010337,-6.8107,-130.0047,-4.9711,14.566,21.9423,-25.3403,3.4319,1.6164,null,null,null,90.205,2044,6.387,,,,,,,,,,,54.1126,null,null,null,null,null,null,null,10,3
FF,4-Seam Fastball,90.4,2.4349,5.9927,Hyun-Jin Ryu,null,ball,13,L,L,B,,,,,,,,,,,null,null,1,0,2019,0.7958,0.9491,-1.2117,1.7567,null,null,null,0,1,Bot,null,null,,,,,190629_010319,-10.6857,-131.3095,-6.6754,10.9863,21.1337,-20.2244,3.5993,1.7862,null,null,null,90.699,2112,6.042,,,,,,,,,,,54.4577,null,null,null,null,null,null,null,10,2
FT,2-Seam Fastball,88.8,2.5186,6.0138,Hyun-Jin Ryu,null,ball,12,L,L,B,,,,,,,,,,,null,null,0,0,2019,1.108,0.5859,1.1488,2.7621,null,null,null,0,1,Bot,null,null,,,,,190629_010304,-5.6737,-129.4371,-3.2998,13.56,20.2091,-25.1188,3.49,1.8192,null,null,null,89.914,2020,6.326,,,,,,,,,,,54.1736,null,null,null,null,null,null,null,10,1
FF,4-Seam Fastball,90.7,2.4529,5.6404,Hyun-Jin Ryu,field_out,hit_into_play,4,L,L,X,,,,,,,,,,,6,ground_ball,2,1,2019,0.8972,0.9339,-0.6616,2.8147,null,null,null,2,6,Top,110.7,147.02,,,,,190623_012830,-9.8497,-131.8975,-3.2894,12.5621,23.4968,-20.4935,3.45,1.66,16,105.5,-8.3,92.282,2138,6.909,,,,,,,,,,,53.5905,0.33,0.299,0,1,0,0,2,48,4
CH,Changeup,80.4,2.9008,5.6064,Hyun-Jin Ryu,null,swinging_strike,13,L,L,S,,,,,,,,,,,null,null,2,0,2019,0.9252,0.2644,-0.3894,1.4559,null,null,null,2,6,Top,null,null,,,,,190623_012807,-9.0981,-116.8421,-3.0876,10.1352,19.4753,-29.3746,3.4648,1.6289,null,null,null,81.123,1512,6.595,,,,,,,,,,,53.9045,null,null,null,null,null,null,null,48,3
FC,Cutter,86.9,2.4769,5.8343,Hyun-Jin Ryu,null,ball,13,L,L,B,,,,,,,,,,,null,null,1,0,2019,-0.0878,0.5614,-1.198,2.2469,null,null,null,2,6,Top,null,null,,,,,190623_012746,-8.6608,-126.4602,-3.6628,0.5596,22.1602,-25.5864,3.5377,1.6289,null,null,null,87.779,2112,6.526,,,,,,,,,,,53.9738,null,null,null,null,null,null,null,48,2
CU,Curveball,69.3,2.3225,5.9332,Hyun-Jin Ryu,null,ball,13,L,L,B,,,,,,,,,,,null,null,0,0,2019,-1.3597,-1.1871,-1.1116,1.539,null,null,null,2,6,Top,null,null,,,,,190623_012725,-4.3385,-100.7565,1.3248,-8.2653,17.8629,-40.5592,3.5377,1.6289,null,null,null,68.422,2524,5.835,,,,,,,,,,,54.6643,null,null,null,null,null,null,null,48,1
CU,Curveball,68.1,2.2661,5.9845,Hyun-Jin Ryu,strikeout,swinging_strike_blocked,14,R,L,S,,,,,,,,,,,2,null,2,2,2019,-1.1045,-1.2017,0.1306,1.1609,null,null,null,1,6,Top,null,null,,,,,190623_012647,-2.2515,-99.0732,0.7124,-6.7783,15.8184,-40.2964,3.2405,1.5689,null,null,null,67.502,2438,5.811,,,,,,,,,,,54.6883,null,null,0,1,0,0,null,47,6
FF,4-Seam Fastball,90.1,2.545,5.7074,Hyun-Jin Ryu,null,foul,1,R,L,S,,,,,,,,,,,null,null,2,2,2019,0.9373,0.8679,-0.614,2.8368,null,null,null,1,6,Top,null,null,,,,,190623_012630,-9.8422,-131.0067,-3.0878,12.6831,23.3667,-21.685,3.29,1.57,228,77.2,25.9,90.749,2054,6.381,,,,,,,,,,,54.1181,null,null,null,null,null,null,null,47,5
CU,Curveball,65.8,2.2678,6.0103,Hyun-Jin Ryu,null,ball,13,R,L,B,,,,,,,,,,,null,null,1,2,2019,-1.1126,-1.0587,-1.4014,1.7695,null,null,null,1,6,Top,null,null,,,,,190623_012606,-4.9162,-95.5782,2.1109,-5.9569,14.9298,-39.1397,3.1191,1.5689,null,null,null,65.286,2272,5.984,,,,,,,,,,,54.5151,null,null,null,null,null,null,null,47,4
CU,Curveball,68.2,2.4319,5.923,Hyun-Jin Ryu,null,swinging_strike,13,R,L,S,,,,,,,,,,,null,null,1,1,2019,-1.1548,-1.1209,-1.0672,1.2657,null,null,null,1,6,Top,null,null,,,,,190623_012544,-4.7213,-99.23,0.943,-6.7448,16.6742,-39.8873,3.2648,1.5689,null,null,null,67.844,2437,6.12,,,,,,,,,,,54.3799,null,null,null,null,null,null,null,47,3
CH,Changeup,76,2.7118,5.6133,Hyun-Jin Ryu,null,ball,14,R,L,B,,,,,,,,,,,null,null,0,1,2019,1.0198,0.3824,1.4044,1.6689,null,null,null,1,6,Top,null,null,,,,,190623_012528,-4.6258,-110.7843,-2.0287,9.2895,16.708,-28.8129,3.1677,1.5689,null,null,null,77.161,1341,6.679,,,,,,,,,,,53.8204,null,null,null,null,null,null,null,47,2
CU,Curveball,67,2.388,5.9071,Hyun-Jin Ryu,null,called_strike,9,R,L,S,,,,,,,,,,,null,null,0,0,2019,-1.279,-0.7815,0.765,2.0499,null,null,null,1,6,Top,null,null,,,,,190623_012513,-1.0105,-97.54,2.024,-7.9112,14.3573,-37.6215,3.1677,1.5689,null,null,null,66.672,2303,5.849,,,,,,,,,,,54.6506,null,null,null,null,null,null,null,47,1
CH,Changeup,78,2.7978,5.766,Hyun-Jin Ryu,field_out,hit_into_play,4,L,L,X,,,,,,,,,,,1,ground_ball,1,2,2019,0.9758,0.4143,-0.5785,2.2707,null,null,null,0,6,Top,128.95,182,,,,,190623_012436,-9.0671,-113.418,-1.4958,9.9137,17.0451,-28.4921,3.35,1.61,11,86.3,-9.2,78.687,1414,6.417,,,,,,,,,,,54.0827,0.13,0.109,0,1,0,0,2,46,5
FF,4-Seam Fastball,88.9,2.3573,5.8428,Hyun-Jin Ryu,null,ball,11,L,L,B,,,,,,,,,,,null,null,0,2,2019,0.7009,1.2008,-0.2163,3.8262,null,null,null,0,6,Top,null,null,,,,,190623_012412,-7.8265,-129.3791,-1.4929,9.4635,24.4134,-18.3938,3.3491,1.6089,null,null,null,89.709,1962,6.567,,,,,,,,,,,53.9325,null,null,null,null,null,null,null,46,4
CU,Curveball,69.7,2.1813,5.9918,Hyun-Jin Ryu,null,foul,7,L,L,S,,,,,,,,,,,null,null,0,2,2019,-1.1457,-1.2165,-0.307,1.721,null,null,null,0,6,Top,null,null,,,,,190623_012352,-2.9055,-101.3605,1.482,-7.3143,16.7951,-40.9321,3.35,1.61,166,66,54.3,69.269,2426,6.012,,,,,,,,,,,54.4876,null,null,null,null,null,null,null,46,3
FF,4-Seam Fastball,87.7,2.2783,5.8235,Hyun-Jin Ryu,null,foul,5,L,L,S,,,,,,,,,,,null,null,0,1,2019,0.981,0.9279,-0.1029,2.6684,null,null,null,0,6,Top,null,null,,,,,190623_012329,-7.963,-127.7179,-3.5833,12.5774,23.8503,-21.1759,3.35,1.61,230,75.5,35.1,89.39,1987,7.081,,,,,,,,,,,53.4182,null,null,null,null,null,null,null,46,2
FC,Cutter,86.1,2.4321,5.9541,Hyun-Jin Ryu,null,called_strike,7,L,L,S,,,,,,,,,,,null,null,0,0,2019,0.0587,0.6947,-0.7714,2.0954,null,null,null,0,6,Top,null,null,,,,,190623_012307,-7.7462,-125.2969,-4.3899,2.0686,23.3729,-24.165,3.3248,1.6089,null,null,null,86.632,1958,6.453,,,,,,,,,,,54.0464,null,null,null,null,null,null,null,46,1
FC,Cutter,89.4,2.385,5.796,Hyun-Jin Ryu,field_out,hit_into_play,7,R,L,X,,,,,,,,,,,8,fly_ball,2,2,2019,0.0323,0.8731,-0.4061,1.5012,null,null,null,2,5,Top,127.57,88.45,,,,,190623_011100,-6.9689,-130.0965,-6.5176,1.6289,23.4552,-21.1229,3.52,1.62,263,89.2,49.9,90.197,2145,6.462,,,,,,,,,,,54.0377,0.008,0.004,0,1,0,0,3,41,5
FF,4-Seam Fastball,90.5,2.4415,5.7942,Hyun-Jin Ryu,null,ball,11,R,L,B,,,,,,,,,,,null,null,1,2,2019,0.7703,1.0923,-0.1709,3.8219,null,null,null,2,5,Top,null,null,,,,,190623_011026,-8.1696,-131.6773,-1.3699,10.5897,25.0681,-19.2925,3.3048,1.5989,null,null,null,91.008,2091,6.373,,,,,,,,,,,54.1269,null,null,null,null,null,null,null,41,4
FC,Cutter,87.1,2.6338,5.7762,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,0,2,2019,-0.054,0.6798,1.7683,3.9534,null,null,null,2,5,Top,null,null,,,,,190623_011004,-1.9684,-127.0535,0.2713,-0.2599,21.2115,-24.9886,3.3291,1.5989,null,null,null,87.768,2107,6.166,,,,,,,,,,,54.3337,null,null,null,null,null,null,null,41,3
FC,Cutter,86.9,2.5645,5.8221,Hyun-Jin Ryu,null,swinging_strike,5,R,L,S,,,,,,,,,,,null,null,0,1,2019,0.2005,0.6834,0.2193,2.4045,null,null,null,2,5,Top,null,null,,,,,190623_010943,-6.0728,-126.5907,-3.5529,3.2203,21.1999,-24.2338,3.3048,1.5989,null,null,null,88.128,2021,6.6,,,,,,,,,,,53.8991,null,null,null,null,null,null,null,41,2
FC,Cutter,87.6,2.4189,6.0085,Hyun-Jin Ryu,null,foul,4,R,L,S,,,,,,,,,,,null,null,0,0,2019,-0.031,0.6522,-0.715,2.5956,null,null,null,2,5,Top,null,null,,,,,190623_010902,-7.5151,-127.5105,-3.5566,0.9459,21.8676,-24.5396,3.33,1.6,201,102.5,12.1,88.326,1953,6.358,,,,,,,,,,,54.1415,null,null,null,null,null,null,null,41,1
CU,Curveball,69.7,2.382,6.0524,Hyun-Jin Ryu,strikeout,swinging_strike_blocked,13,L,L,S,,,,,,,,,,,2,null,1,2,2019,-1.1675,-1.3997,-1.0662,0.6741,null,null,null,1,5,Top,null,null,,,,,190623_010820,-4.6968,-101.2543,-0.2453,-7.035,18.2837,-41.8347,3.2891,1.5489,null,null,null,68.982,2420,6.049,,,,,,,,,,,54.4504,null,null,0,1,0,0,null,40,5
FF,4-Seam Fastball,88,2.6846,5.7786,Hyun-Jin Ryu,null,ball,12,L,L,B,,,,,,,,,,,null,null,0,2,2019,0.9714,0.853,1.1842,4.6612,null,null,435622,0,5,Top,null,null,,,,,190623_010429,-5.8091,-128.1942,1.5579,12.1783,24.8263,-22.9329,3.3376,1.5489,null,null,null,89.679,1978,7.121,,,,,,,,,,,53.3786,null,null,null,null,null,null,null,40,4
CU,Curveball,73.1,2.263,5.9348,Hyun-Jin Ryu,null,foul,4,L,L,S,,,,,,,,,,,null,null,0,2,2019,-1.0061,-1.2409,-0.3631,2.4401,null,null,435622,0,5,Top,null,null,,,,,190623_010357,-3.559,-106.2694,2.3986,-6.9372,17.9214,-42.1041,3.29,1.55,8,56.1,-13.8,72.692,2575,5.997,,,,,,,,,,,54.5022,null,null,null,null,null,null,null,40,3
FC,Cutter,86.2,2.4487,5.8836,Hyun-Jin Ryu,null,swinging_strike,7,L,L,S,,,,,,,,,,,null,null,0,1,2019,-0.2274,0.5672,-0.6932,1.6757,null,null,435622,0,5,Top,null,null,,,,,190623_010328,-7.0036,-125.4752,-5.0104,-1.2382,21.2294,-25.4669,3.3619,1.5489,null,null,null,86.747,2037,6.256,,,,,,,,,,,54.2438,null,null,null,null,null,null,null,40,2
CU,Curveball,71.8,2.3904,5.9302,Hyun-Jin Ryu,null,called_strike,8,L,L,S,,,,,,,,,,,null,null,0,0,2019,-1.0452,-1.0683,-0.0696,2.0445,null,null,435622,0,5,Top,null,null,,,,,190623_010310,-3.1054,-104.4756,1.5937,-7.016,18.1759,-40.4119,3.3133,1.5489,null,null,null,71.401,2455,6.057,,,,,,,,,,,54.4427,null,null,null,null,null,null,null,40,1
FC,Cutter,87.2,2.5221,5.8965,Hyun-Jin Ryu,single,hit_into_play_no_out,12,R,L,X,,,,,,,,,,,9,line_drive,2,2,2019,-0.0933,0.5536,0.9135,2.5207,null,null,null,0,5,Top,178.12,113.56,,,,,190623_010245,-3.6838,-127.1013,-3.1933,-0.3665,22.5391,-25.7415,3.29,1.55,167,98.1,6.7,87.875,2061,6.322,,,,,,,,,,,54.1779,0.585,0.533,0.9,1,1,0,4,39,5
FC,Cutter,87.2,2.5468,5.8778,Hyun-Jin Ryu,null,ball,14,R,L,B,,,,,,,,,,,null,null,1,2,2019,0.059,0.5786,1.5906,2.2969,null,null,null,0,5,Top,null,null,,,,,190623_010215,-2.4273,-127.1044,-3.788,1.0412,20.4997,-25.3562,3.1491,1.5589,null,null,null,88.24,1996,6.376,,,,,,,,,,,54.1233,null,null,null,null,null,null,null,39,4
CH,Changeup,77.7,2.8673,5.6255,Hyun-Jin Ryu,null,ball,14,R,L,B,,,,,,,,,,,null,null,0,2,2019,0.69,0.4418,1.9352,1.1527,null,null,null,0,5,Top,null,null,,,,,190623_010157,-3.2762,-113.2888,-3.614,6.5337,17.6541,-27.9334,3.2219,1.5589,null,null,null,78.528,1453,6.437,,,,,,,,,,,54.0629,null,null,null,null,null,null,null,39,3
FC,Cutter,85.7,2.563,5.8253,Hyun-Jin Ryu,null,bunt_foul_tip,5,R,L,S,,,,,,,,,,,null,null,0,1,2019,-0.0705,0.7508,0.0291,2.4504,null,null,null,0,5,Top,null,null,,,,,190623_010130,-5.8508,-124.745,-3.3076,0.2669,21.5424,-23.8707,3.32,1.56,null,null,null,86.298,2025,6.34,,,,,,,,,,,54.1592,null,null,null,null,null,null,null,39,2
FT,2-Seam Fastball,86.8,2.5786,5.8053,Hyun-Jin Ryu,null,missed_bunt,6,R,L,S,,,,,,,,,,,null,null,0,0,2019,1.2704,0.5278,0.5075,2.5859,null,null,null,0,5,Top,null,null,,,,,190623_010107,-7.6468,-126.3262,-2.7031,15.2616,22.3315,-26.0869,3.32,1.56,null,null,null,87.959,1963,6.714,,,,,,,,,,,53.7856,null,null,null,null,null,null,null,39,1
CU,Curveball,72.3,2.3502,6.0086,Hyun-Jin Ryu,field_out,hit_into_play,13,L,L,X,,,,,,,,,,,6,ground_ball,1,1,2019,-1.2216,-0.9082,-0.9285,1.8034,null,null,663567,2,4,Top,142.13,146.51,,,,,190623_004607,-4.4596,-105.2346,0.534,-8.3084,16.9258,-39.1866,3.46,1.65,13,65.4,-6.2,72.203,2524,6.084,,,,,,,,,,,54.4156,0.07,0.052,0,1,0,0,2,34,3
FC,Cutter,86.5,2.153,5.9523,Hyun-Jin Ryu,null,ball,13,L,L,B,,,,,,,,,,,null,null,0,1,2019,0.0061,0.5548,-1.2449,0.9172,null,null,663567,2,4,Top,null,null,,,,,190623_004546,-8.1255,-125.8288,-7.0876,1.2592,18.4764,-25.2672,3.62,1.65,null,null,null,87.584,1973,6.384,,,,,,,,,,,54.116,null,null,null,null,null,null,null,34,2
CU,Curveball,70.9,2.3405,6.0102,Hyun-Jin Ryu,null,called_strike,4,L,L,S,,,,,,,,,,,null,null,0,0,2019,-1.2711,-0.8516,-0.6076,2.5891,null,null,663567,2,4,Top,null,null,,,,,190623_004525,-3.6484,-102.9816,2.1759,-8.1709,16.1272,-38.628,3.4818,1.65,null,null,null,69.621,2479,5.249,,,,,,,,,,,55.2501,null,null,null,null,null,null,null,34,1
FT,2-Seam Fastball,89,2.3814,5.8181,Hyun-Jin Ryu,single,hit_into_play_no_out,6,R,L,X,,,,,,,,,,,9,line_drive,1,1,2019,1.2253,0.6738,0.3939,2.6466,null,null,null,2,4,Top,179.51,127.77,,,,,190623_004444,-7.4289,-129.5193,-3.2011,15.2486,24.6562,-24.1573,3.51,1.62,161,90.9,8.9,89.28,1942,6.26,,,,,,,,,,,54.2395,0.62,0.581,0.9,1,1,0,4,33,3
CH,Changeup,77.6,2.5845,5.7153,Hyun-Jin Ryu,null,called_strike,7,R,L,S,,,,,,,,,,,null,null,1,0,2019,0.8755,0.3478,-0.6965,1.6231,null,null,null,2,4,Top,null,null,,,,,190623_004423,-8.616,-112.8326,-2.545,8.901,17.684,-28.9606,3.4668,1.62,null,null,null,78.047,1387,6.34,,,,,,,,,,,54.1597,null,null,null,null,null,null,null,33,2
FT,2-Seam Fastball,89.4,2.5359,5.7715,Hyun-Jin Ryu,null,ball,13,R,L,B,,,,,,,,,,,null,null,0,0,2019,1.3162,0.6217,-0.3756,1.2184,null,null,null,2,4,Top,null,null,,,,,190623_004407,-9.9363,-129.7675,-6.55,16.847,23.9865,-24.0612,3.4737,1.62,null,null,null,89.743,2007,6.377,,,,,,,,,,,54.1224,null,null,null,null,null,null,null,33,1
FF,4-Seam Fastball,89.7,2.3759,5.8217,Hyun-Jin Ryu,field_out,hit_into_play,5,R,L,X,,,,,,,,,,,4,ground_ball,1,1,2019,0.8842,1.1305,-0.1492,2.2352,null,null,null,1,4,Top,147.2,148.03,,,,,190623_004335,-8.1393,-130.4775,-5.3325,11.7634,25.06,-18.2991,3.23,1.54,141,96.3,7.1,90.258,2003,6.457,,,,,,,,,,,54.0429,0.588,0.543,0,1,0,0,4,32,3
FF,4-Seam Fastball,88.5,2.5141,5.8218,Hyun-Jin Ryu,null,ball,12,R,L,B,,,,,,,,,,,null,null,0,1,2019,0.723,1.1055,0.1751,3.7852,null,null,null,1,4,Top,null,null,,,,,190623_004316,-7.2197,-128.7449,-1.2424,9.4726,24.7136,-19.7688,3.1797,1.54,null,null,null,88.861,2060,6.361,,,,,,,,,,,54.139,null,null,null,null,null,null,null,32,2
FT,2-Seam Fastball,87.1,2.4441,5.8673,Hyun-Jin Ryu,null,called_strike,5,R,L,S,,,,,,,,,,,null,null,0,0,2019,1.3914,0.7125,-0.0564,2.5157,null,null,null,1,4,Top,null,null,,,,,190623_004258,-8.8625,-126.6124,-3.3893,16.7139,23.1838,-24.0172,3.0359,1.54,null,null,null,87.516,1896,6.378,,,,,,,,,,,54.1212,null,null,null,null,null,null,null,32,1
FF,4-Seam Fastball,88.3,2.3621,5.8837,Hyun-Jin Ryu,field_out,hit_into_play,3,L,L,X,,,,,,,,,,,9,fly_ball,1,0,2019,0.7503,0.9704,0.6354,3.2458,null,null,null,0,4,Top,144.7,79.17,,,,,190623_004216,-5.8337,-128.6579,-2.434,9.618,25.7519,-20.9484,3.49,1.63,289,85.4,44.4,89.181,1948,6.684,,,,,,,,,,,53.8156,0.008,0.004,0,1,0,0,3,31,2
FF,4-Seam Fastball,87.8,2.3493,5.9305,Hyun-Jin Ryu,null,ball,13,L,L,B,,,,,,,,,,,null,null,0,0,2019,0.6887,1.2794,-1.857,2.3684,null,null,null,0,4,Top,null,null,,,,,190623_004148,-11.5932,-127.399,-5.2054,9.5797,21.7029,-17.3352,3.4402,1.63,null,null,null,88.327,1983,6.396,,,,,,,,,,,54.1038,null,null,null,null,null,null,null,31,1
CU,Curveball,72.2,2.1088,6.0345,Hyun-Jin Ryu,field_out,hit_into_play,5,R,L,X,,,,,,,,,,,5,ground_ball,2,2,2019,-1.3066,-1.0063,-0.1837,2.3337,435622,null,502517,2,3,Top,111.21,174.9,,,,,190623_002509,-2.3462,-105.1362,1.8091,-9.1983,18.7629,-40.1348,3.1512,1.57,3,62.5,-39.1,72.049,2693,6.254,,,,,,,,,,,54.2453,0.082,0.073,0,1,0,0,2,25,6
FF,4-Seam Fastball,90.1,2.4664,5.7426,Hyun-Jin Ryu,null,foul,2,R,L,S,,,,,,,,,,,null,null,2,2,2019,0.9107,1.1453,-0.0147,2.8157,435622,null,502517,2,3,Top,null,null,,,,,190623_002446,-8.1208,-131.123,-3.8174,12.1426,24.527,-18.2854,3.29,1.57,178,69.8,27.8,90.77,2062,6.434,,,,,,,,,,,54.0655,null,null,null,null,null,null,null,25,5
CH,Changeup,77,2.6198,5.6969,Hyun-Jin Ryu,null,foul,6,R,L,S,,,,,,,,,,,null,null,2,1,2019,0.9862,0.404,0.7374,2.6888,435622,null,502517,2,3,Top,null,null,,,,,190623_002416,-5.8333,-112.1791,-0.2502,9.3854,17.5191,-28.8393,3.29,1.57,92,63.8,12,77.915,1406,6.569,,,,,,,,,,,53.9304,null,null,null,null,null,null,null,25,4
CH,Changeup,79.1,2.6724,5.7896,Hyun-Jin Ryu,null,ball,14,R,L,B,,,,,,,,,,,null,null,1,1,2019,1.1197,0.4045,1.1102,1.7333,435622,null,502517,2,3,Top,null,null,,,,,190623_002353,-5.5413,-115.2358,-2.8893,11.0553,19.8575,-28.2161,3.2247,1.57,null,null,null,79.815,1514,6.558,,,,,,,,,,,53.9414,null,null,null,null,null,null,null,25,3
CU,Curveball,72.1,2.2789,6.0916,Hyun-Jin Ryu,null,ball,13,R,L,B,,,,,,,,,,,null,null,0,1,2019,-1.1264,-1.0472,-1.0232,1.7112,435622,null,502517,2,3,Top,null,null,,,,,190623_002334,-4.6494,-104.8807,0.523,-7.4496,17.9809,-40.1581,3.1444,1.57,null,null,null,71.861,2683,6.156,,,,,,,,,,,54.3437,null,null,null,null,null,null,null,25,2
CH,Changeup,79.4,2.5859,5.8267,Hyun-Jin Ryu,null,called_strike,6,R,L,S,,,,,,,,,,,null,null,0,0,2019,1.0474,0.4619,0.6028,2.3605,435622,null,502517,2,3,Top,null,null,,,,,190623_002313,-6.3583,-115.6805,-1.8406,10.5785,17.3553,-27.8157,3.2248,1.57,null,null,null,80.588,1414,6.603,,,,,,,,,,,53.8963,null,null,null,null,null,null,null,25,1
CU,Curveball,73.1,2.2757,6.0117,Hyun-Jin Ryu,force_out,hit_into_play_score,13,L,L,X,,,,,,,,,,,4,ground_ball,0,0,2019,-1.264,-1.0585,-1.1859,1.6131,453568,435622,571448,1,3,Top,145.68,150.06,,,,,190623_002210,-4.7949,-106.2962,0.3014,-8.5644,18.7406,-40.3518,3.35,1.61,6,75.1,-13.1,72.444,2658,5.893,,,,,,,,,,,54.6065,0.075,0.058,0,1,0,0,2,24,1
FF,4-Seam Fastball,91.7,2.3493,5.8855,Hyun-Jin Ryu,walk,ball,1,R,L,B,,,,,,,,,,,null,null,3,2,2019,0.5812,1.087,-0.7406,3.4242,null,453568,435622,1,3,Top,null,null,,,,,190623_002114,-9.1504,-133.4999,-2.8331,8.8085,24.9576,-18.5423,3.3157,1.6,null,null,null,92.889,2069,6.677,,,,,,,,,,,53.8221,null,null,0.7,1,0,0,null,23,7
FC,Cutter,88.5,2.342,6.0068,Hyun-Jin Ryu,null,foul,13,R,L,S,,,,,,,,,,,null,null,3,2,2019,-0.0628,0.5999,-1.0219,2.2968,null,453568,435622,1,3,Top,null,null,,,,,190623_002035,-8.1025,-128.8073,-4.3363,0.7186,22.6974,-24.8088,3.33,1.6,22,54.2,-2.2,89.342,2043,6.461,,,,,,,,,,,54.0382,null,null,null,null,null,null,null,23,6
